iter,tvec,S,E,I1,I2,I3,D,R
0,0.0,0.736329972743988,0.000859999970998615,0.0018100000452250242,0.0005099999834783375,0.00011999999696854502,0.0012700000079348683,0.2590999901294708
0,0.08336807042360306,0.7362800240516663,0.000910000002477318,0.0018100000452250242,0.0005099999834783375,0.00011999999696854502,0.0012700000079348683,0.2590999901294708
0,0.16673614084720612,0.7362599968910217,0.0009299999801442027,0.0018100000452250242,0.0005099999834783375,0.00011999999696854502,0.0012700000079348683,0.2590999901294708
0,0.25010421872138977,0.736240029335022,0.0009299999801442027,0.001829999964684248,0.0005000000237487257,0.00011999999696854502,0.0012700000079348683,0.2591100037097931
0,0.33347228169441223,0.7361800074577332,0.0009800000116229057,0.0018400000408291817,0.0005000000237487257,0.00011999999696854502,0.0012700000079348683,0.2591100037097931
0,0.4168403446674347,0.7361199855804443,0.0010400000028312206,0.0018400000408291817,0.0004900000058114529,0.00011999999696854502,0.0012700000079348683,0.25911998748779297
0,0.5002084374427795,0.7360799908638,0.00107999995816499,0.0018400000408291817,0.0004900000058114529,0.00011999999696854502,0.0012700000079348683,0.25911998748779297
0,0.583576500415802,0.7360100150108337,0.0011399999493733048,0.0018500000005587935,0.0004900000058114529,0.00011999999696854502,0.0012700000079348683,0.25911998748779297
0,0.6669445633888245,0.7359899878501892,0.0011500000255182385,0.0018599999602884054,0.0004900000058114529,0.00011999999696854502,0.0012700000079348683,0.25911998748779297
0,0.7503126263618469,0.7359700202941895,0.0011699999449774623,0.0018599999602884054,0.0004799999878741801,0.00011999999696854502,0.0012700000079348683,0.25913000106811523
0,0.8336806893348694,0.7358999848365784,0.001230000052601099,0.0018700000364333391,0.0004799999878741801,0.00011999999696854502,0.0012700000079348683,0.25913000106811523
0,0.9170487523078918,0.7358400225639343,0.001290000043809414,0.0018700000364333391,0.0004799999878741801,0.00011999999696854502,0.0012700000079348683,0.25913000106811523
0,1.000416874885559,0.73580002784729,0.0013099999632686377,0.0018899999558925629,0.0004799999878741801,0.00011999999696854502,0.0012700000079348683,0.25913000106811523
0,1.0837849378585815,0.735729992389679,0.0013699999544769526,0.0019000000320374966,0.0004799999878741801,0.00011999999696854502,0.0012700000079348683,0.25913000106811523
0,1.167153000831604,0.7357100248336792,0.0013800000306218863,0.0019099999917671084,0.00046999999904073775,0.00013000000035390258,0.0012700000079348683,0.25913000106811523
0,1.2505210638046265,0.7356799840927124,0.0014100000262260437,0.0019099999917671084,0.00046999999904073775,0.00013000000035390258,0.0012700000079348683,0.25913000106811523
0,1.333889126777649,0.7355700135231018,0.0015200000489130616,0.0019099999917671084,0.00046999999904073775,0.00013000000035390258,0.0012700000079348683,0.25913000106811523
0,1.4172571897506714,0.7354900240898132,0.0015800000401213765,0.001930000027641654,0.00046999999904073775,0.00013000000035390258,0.0012700000079348683,0.25913000106811523
0,1.5006252527236938,0.7354300022125244,0.0016299999551847577,0.0019399999873712659,0.00046999999904073775,0.00013000000035390258,0.0012700000079348683,0.25913000106811523
0,1.5839931964874268,0.735289990901947,0.0017600000137463212,0.0019499999471008778,0.00046999999904073775,0.00013000000035390258,0.0012700000079348683,0.25913000106811523
0,1.6673613786697388,0.7352399826049805,0.0017900000093504786,0.0019600000232458115,0.00046999999904073775,0.00013000000035390258,0.0012700000079348683,0.2591400146484375
0,1.7507294416427612,0.7351899743080139,0.001820000004954636,0.001979999942705035,0.00046999999904073775,0.00013000000035390258,0.0012700000079348683,0.2591400146484375
0,1.8340975046157837,0.7351599931716919,0.0017999999690800905,0.00203000009059906,0.0004600000102072954,0.00013000000035390258,0.0012700000079348683,0.2591499984264374
0,1.9174655675888062,0.7351199984550476,0.001829999964684248,0.00203999993391335,0.0004600000102072954,0.00013000000035390258,0.0012700000079348683,0.2591499984264374
0,2.000833749771118,0.7350500226020813,0.0018899999558925629,0.002050000010058284,0.0004600000102072954,0.00013000000035390258,0.0012700000079348683,0.2591499984264374
0,2.0842018127441406,0.7349600195884705,0.0019600000232458115,0.0020699999295175076,0.0004600000102072954,0.00013000000035390258,0.0012700000079348683,0.2591499984264374
0,2.167569875717163,0.7349299788475037,0.001979999942705035,0.0020800000056624413,0.0004600000102072954,0.00013000000035390258,0.0012700000079348683,0.2591499984264374
0,2.2509379386901855,0.7348700165748596,0.0020200000144541264,0.002099999925121665,0.00044999999227002263,0.00013000000035390258,0.0012700000079348683,0.25916001200675964
0,2.334306001663208,0.7348099946975708,0.0020699999295175076,0.0021100000012665987,0.00044999999227002263,0.00011999999696854502,0.0012700000079348683,0.2591699957847595
0,2.4176740646362305,0.7347800135612488,0.001990000018849969,0.0022100000642240047,0.0004400000034365803,0.00013000000035390258,0.0012700000079348683,0.2591800093650818
0,2.501042127609253,0.7347599864006042,0.0020000000949949026,0.002219999907538295,0.0004400000034365803,0.00013000000035390258,0.0012700000079348683,0.2591800093650818
0,2.5844101905822754,0.7346900105476379,0.0020600000862032175,0.0022299999836832285,0.0004400000034365803,0.00013000000035390258,0.0012700000079348683,0.2591800093650818
0,2.667778253555298,0.7346699833869934,0.002050000010058284,0.002259999979287386,0.0004299999854993075,0.00014000000373926014,0.0012700000079348683,0.2591800093650818
