tvec,S,E,I1,I2,I3,D,R
0.0,0.6871799826622009,0.05322999879717827,5.999999848427251e-05,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.08337192982435226,0.6871799826622009,0.05324000120162964,0.00019999999494757503,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.16674385964870453,0.6871799826622009,0.05324000120162964,0.0005099999834783375,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.2501158118247986,0.6871799826622009,0.05324999988079071,0.0008399999933317304,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.33348771929740906,0.6871799826622009,0.053300000727176666,0.001230000052601099,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.4168596565723419,0.6871799826622009,0.053380001336336136,0.001560000004246831,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.5002316236495972,0.6871799826622009,0.05344000086188316,0.0020200000144541264,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.5836035013198853,0.6871799826622009,0.05352000147104263,0.0024999999441206455,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.6669754385948181,0.6871799826622009,0.05356999859213829,0.0030700000934302807,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.750347375869751,0.6871799826622009,0.05364999920129776,0.003659999929368496,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.8337193131446838,0.6871799826622009,0.05370999872684479,0.004310000222176313,0.0,0.0,0.0010400000028312206,0.2585499882698059
0.9170912504196167,0.6871799826622009,0.0538100004196167,0.004639999940991402,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.0004632472991943,0.6871799826622009,0.05389999970793724,0.005160000175237656,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.0838351249694824,0.6871799826622009,0.05400000140070915,0.005779999773949385,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.1672070026397705,0.6871799826622009,0.05412000045180321,0.006370000075548887,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.2505789995193481,0.6871799826622009,0.05429999902844429,0.007069999817758799,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.3339508771896362,0.6871799826622009,0.05454999953508377,0.007710000034421682,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.4173228740692139,0.6871799826622009,0.05473000183701515,0.008349999785423279,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.500694751739502,0.6871799826622009,0.05500999838113785,0.008999999612569809,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.5840667486190796,0.6871799826622009,0.0553399994969368,0.009680000133812428,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.6674386262893677,0.6871799826622009,0.05553999915719032,0.010329999960958958,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.7508106231689453,0.6871799826622009,0.055810000747442245,0.010859999805688858,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.8341825008392334,0.6871799826622009,0.0560699999332428,0.01155999954789877,0.0,0.0,0.0010400000028312206,0.2585499882698059
1.917554497718811,0.6871799826622009,0.05631000176072121,0.012149999849498272,0.0,0.0,0.0010400000028312206,0.2585499882698059
2.0009264945983887,0.6871799826622009,0.05654999986290932,0.013000000268220901,0.0,0.0,0.0010400000028312206,0.2585499882698059
2.0842983722686768,0.6871799826622009,0.056790001690387726,0.01358999963849783,0.0,0.0,0.0010400000028312206,0.2585499882698059
2.167670249938965,0.6871799826622009,0.057110000401735306,0.014170000329613686,0.0,0.0,0.0010400000028312206,0.2585499882698059
2.251042127609253,0.6871799826622009,0.0573199987411499,0.014759999699890614,0.0,0.0,0.0010400000028312206,0.2585600018501282
2.334414005279541,0.6871799826622009,0.05787000060081482,0.015289999544620514,0.0,0.0,0.0010400000028312206,0.2585600018501282
2.417785882949829,0.6871799826622009,0.05835999920964241,0.015850000083446503,0.0,0.0,0.0010400000028312206,0.2585600018501282
2.5011579990386963,0.6871799826622009,0.05886999890208244,0.016359999775886536,0.0,0.0,0.0010400000028312206,0.2585600018501282
2.5845298767089844,0.6871799826622009,0.05948999896645546,0.01696000061929226,0.0,0.0,0.0010400000028312206,0.2585600018501282
2.6679017543792725,0.6871799826622009,0.05987999960780144,0.017580000683665276,0.0,0.0,0.0010400000028312206,0.2585600018501282
2.7512736320495605,0.6871799826622009,0.060180000960826874,0.01816999912261963,0.0,0.0,0.0010400000028312206,0.2585600018501282
2.8346457481384277,0.6871799826622009,0.06061000004410744,0.018629999831318855,0.0,0.0,0.0010400000028312206,0.25856998562812805
2.918017864227295,0.6871799826622009,0.06102000176906586,0.01931999996304512,9.999999747378752e-06,0.0,0.0010400000028312206,0.25856998562812805
3.001389503479004,0.6871799826622009,0.06131000071763992,0.020190000534057617,9.999999747378752e-06,0.0,0.0010400000028312206,0.2585900127887726
3.084761381149292,0.6871799826622009,0.061799999326467514,0.02078000083565712,9.999999747378752e-06,0.0,0.0010400000028312206,0.25863000750541687
3.168133497238159,0.6871799826622009,0.062300000339746475,0.021379999816417694,9.999999747378752e-06,0.0,0.0010400000028312206,0.25863999128341675
3.251505136489868,0.6871799826622009,0.06267999857664108,0.022040000185370445,9.999999747378752e-06,0.0,0.0010400000028312206,0.2586599886417389
3.3348772525787354,0.6871799826622009,0.06330999732017517,0.022870000451803207,9.999999747378752e-06,0.0,0.0010400000028312206,0.2586599886417389
3.4182491302490234,0.6871799826622009,0.06384000182151794,0.023660000413656235,9.999999747378752e-06,0.0,0.0010400000028312206,0.25870001316070557
3.5016212463378906,0.6871799826622009,0.0644799992442131,0.02418000064790249,9.999999747378752e-06,0.0,0.0010400000028312206,0.25874000787734985
3.5849928855895996,0.6871799826622009,0.06505999714136124,0.024660000577569008,9.999999747378752e-06,0.0,0.0010400000028312206,0.2587699890136719
3.668365001678467,0.6871799826622009,0.06545999646186829,0.025180000811815262,9.999999747378752e-06,0.0,0.0010400000028312206,0.2587699890136719
3.751736879348755,0.6871799826622009,0.0658000037074089,0.026089999824762344,9.999999747378752e-06,0.0,0.0010400000028312206,0.2588199973106384
3.835108995437622,0.6871799826622009,0.06623999774456024,0.02669999934732914,9.999999747378752e-06,0.0,0.0010400000028312206,0.25885000824928284
3.918480634689331,0.6871799826622009,0.06667999923229218,0.02725999988615513,9.999999747378752e-06,0.0,0.0010400000028312206,0.2588900029659271
4.001852989196777,0.6871799826622009,0.06727000325918198,0.028230000287294388,1.9999999494757503e-05,0.0,0.0010400000028312206,0.25892001390457153
4.085224628448486,0.6871799826622009,0.06769999861717224,0.02873999997973442,1.9999999494757503e-05,0.0,0.0010400000028312206,0.2589699923992157
4.1685967445373535,0.6871799826622009,0.06808999925851822,0.029330000281333923,4.999999873689376e-05,0.0,0.0010400000028312206,0.2590399980545044
4.2519683837890625,0.6871799826622009,0.06853000074625015,0.029759999364614487,4.999999873689376e-05,0.0,0.0010400000028312206,0.2590999901294708
4.33534049987793,0.6871799826622009,0.06936000287532806,0.03053000010550022,4.999999873689376e-05,0.0,0.0010400000028312206,0.25913000106811523
4.418712139129639,0.6871799826622009,0.07002999633550644,0.03164000064134598,7.000000186963007e-05,0.0,0.0010400000028312206,0.2591699957847595
4.502084255218506,0.6871799826622009,0.07075999677181244,0.03272999823093414,0.00011000000085914508,0.0,0.0010400000028312206,0.2592099905014038
4.585456371307373,0.6871799826622009,0.07152000069618225,0.03316999971866608,0.00013000000035390258,0.0,0.0010400000028312206,0.2592799961566925
4.668828010559082,0.6871799826622009,0.07204999774694443,0.03392000123858452,0.0001900000061141327,0.0,0.0010400000028312206,0.2593500018119812
4.752200126647949,0.6871799826622009,0.07259999960660934,0.03508000075817108,0.00022000000171829015,0.0,0.0010400000028312206,0.25944000482559204
4.835571765899658,0.6871799826622009,0.07298000156879425,0.035420000553131104,0.0002300000051036477,0.0,0.0010400000028312206,0.25951001048088074
4.918943881988525,0.6871799826622009,0.07362999767065048,0.03587000072002411,0.0002500000118743628,0.0,0.0010400000028312206,0.2596299946308136
5.002315998077393,0.6871799826622009,0.07410000264644623,0.036309998482465744,0.0002800000074785203,0.0,0.0010400000028312206,0.2597000002861023
5.08568811416626,0.6871799826622009,0.07479000091552734,0.036660000681877136,0.0003000000142492354,0.0,0.0010400000028312206,0.2598100006580353
5.169059753417969,0.6871799826622009,0.07524000108242035,0.03784999996423721,0.00033999999868683517,0.0,0.0010400000028312206,0.2599399983882904
5.252431869506836,0.6871799826622009,0.0757099986076355,0.03824000060558319,0.0003600000054575503,0.0,0.0010400000028312206,0.2600899934768677
5.335803508758545,0.6871799826622009,0.07664000242948532,0.038600001484155655,0.0003800000122282654,0.0,0.0010400000028312206,0.2602500021457672
5.419175624847412,0.6871799826622009,0.07752999663352966,0.03897000104188919,0.0004199999966658652,0.0,0.0010400000028312206,0.2603699862957001
5.502547264099121,0.6871799826622009,0.07851000130176544,0.03943999856710434,0.0005000000237487257,0.0,0.0010400000028312206,0.26050999760627747
5.585919380187988,0.6871799826622009,0.07931999862194061,0.03982999920845032,0.0005200000014156103,0.0,0.0010400000028312206,0.26061999797821045
5.6692914962768555,0.6871799826622009,0.0798100009560585,0.04025999829173088,0.0005699999746866524,0.0,0.0010400000028312206,0.26076000928878784
5.7526631355285645,0.6871799826622009,0.08034999668598175,0.04089000076055527,0.0006300000241026282,0.0,0.0010400000028312206,0.26093998551368713
5.83603572845459,0.6871799826622009,0.08096999675035477,0.0412600003182888,0.0006900000153109431,0.0,0.0010400000028312206,0.2611500024795532
5.919407367706299,0.6871799826622009,0.08154000341892242,0.04165999963879585,0.0007900000200606883,0.0,0.0010400000028312206,0.2614000141620636
6.002779006958008,0.6871799826622009,0.08218999952077866,0.041999999433755875,0.0008299999753944576,0.0,0.0010400000028312206,0.2616400122642517
6.086150646209717,0.6871799826622009,0.08275999873876572,0.04235000163316727,0.0008999999845400453,0.0,0.0010400000028312206,0.26194998621940613
6.169522762298584,0.6871799826622009,0.08337999880313873,0.04258999973535538,0.0009699999936856329,0.0,0.0010400000028312206,0.26214998960494995
6.252894878387451,0.6871799826622009,0.08387000113725662,0.043460000306367874,0.0010000000474974513,0.0,0.0010400000028312206,0.2623699903488159
6.336266994476318,0.6871799826622009,0.08483999967575073,0.04405999928712845,0.0010999999940395355,0.0,0.0010400000028312206,0.2626200020313263
6.419638633728027,0.6871799826622009,0.08581999689340591,0.044440001249313354,0.0011699999449774623,0.0,0.0010400000028312206,0.26276999711990356
6.503010272979736,0.6871799826622009,0.08658000081777573,0.04487999901175499,0.0012100000167265534,9.999999747378752e-06,0.0010400000028312206,0.2629300057888031
6.586382865905762,0.6871799826622009,0.08759000152349472,0.04515000060200691,0.0013200000394135714,9.999999747378752e-06,0.0010400000028312206,0.2631700038909912
6.669754505157471,0.6871799826622009,0.08800999820232391,0.045419998466968536,0.0013800000306218863,9.999999747378752e-06,0.0010400000028312206,0.26346999406814575
6.75312614440918,0.6871799826622009,0.08849000185728073,0.04659000039100647,0.00139999995008111,1.9999999494757503e-05,0.0010400000028312206,0.2637700140476227
6.836498260498047,0.6871799826622009,0.08906000107526779,0.046879999339580536,0.001509999972768128,1.9999999494757503e-05,0.0010400000028312206,0.2640500068664551
6.919870376586914,0.6871799826622009,0.08948999643325806,0.0471699982881546,0.0015800000401213765,1.9999999494757503e-05,0.0010400000028312206,0.2643499970436096
7.003242492675781,0.6871799826622009,0.08997999876737595,0.04876000061631203,0.0016400000313296914,1.9999999494757503e-05,0.0010400000028312206,0.26462000608444214
7.08661413192749,0.6871799826622009,0.0904499962925911,0.04907999932765961,0.0016799999866634607,1.9999999494757503e-05,0.0010400000028312206,0.2649900019168854
7.169985771179199,0.6871799826622009,0.09100999683141708,0.04933999851346016,0.0017600000137463212,2.9999999242136255e-05,0.0010400000028312206,0.2653000056743622
7.253358364105225,0.6871799826622009,0.09154000133275986,0.05014999955892563,0.001829999964684248,2.9999999242136255e-05,0.0010400000028312206,0.26563000679016113
7.336730003356934,0.6871799826622009,0.09245000034570694,0.05087000131607056,0.0019199999514967203,3.9999998989515007e-05,0.0010400000028312206,0.2659499943256378
7.420102119445801,0.6871799826622009,0.093469999730587,0.05104999989271164,0.0020099999383091927,4.999999873689376e-05,0.0010400000028312206,0.26625001430511475
7.50347375869751,0.6871799826622009,0.09442000091075897,0.05209000036120415,0.0020800000056624413,4.999999873689376e-05,0.0010400000028312206,0.26684001088142395
7.586845397949219,0.6871799826622009,0.09511999785900116,0.05322999879717827,0.00215999991632998,5.999999848427251e-05,0.0010400000028312206,0.2672500014305115
7.670217990875244,0.6871799826622009,0.09564000368118286,0.05341000109910965,0.0022799998987466097,5.999999848427251e-05,0.0010400000028312206,0.2676199972629547
7.753589630126953,0.6871799826622009,0.09608999639749527,0.05355000123381615,0.002360000042244792,7.000000186963007e-05,0.0010400000028312206,0.2680400013923645
7.836961269378662,0.6871799826622009,0.0965299978852272,0.05378999933600426,0.002469999948516488,7.000000186963007e-05,0.0010400000028312206,0.2685199975967407
7.920333385467529,0.6871799826622009,0.09707999974489212,0.05432000011205673,0.002529999939724803,7.999999797903001e-05,0.0010400000028312206,0.2688800096511841
8.003705978393555,0.6871799826622009,0.09757000207901001,0.05454999953508377,0.0026499999221414328,9.999999747378752e-05,0.0010400000028312206,0.26930999755859375
8.087077140808105,0.6871799826622009,0.09803000092506409,0.055390000343322754,0.002739999908953905,9.999999747378752e-05,0.0010400000028312206,0.26965999603271484
8.170449256896973,0.6871799826622009,0.098580002784729,0.05618000030517578,0.0028699999675154686,0.00011000000085914508,0.0010400000028312206,0.2700499892234802
