Inter.Layer,mean,count,std,ci95_hi,ci95_lo,interven_eff
Intervención completa,60.916998982429504,10,0.4602437133652465,61.20080557296604,60.63319239189297,0%
Intervención sobre comunidad,60.770999789237976,10,0.5839416408336691,61.1310839823398,60.41091559613615,0%
Intervención sobre sitios de trabajo,60.63799977302551,10,0.5181328036299311,60.95750333205979,60.31849621399124,0%
Intervención completa,54.92199957370758,10,0.6515418490756701,55.32376903933695,54.52023010807821,20%
Intervención sobre comunidad,57.49300003051758,10,0.4447229580093854,57.76723583815761,57.218764222877546,20%
Intervención sobre sitios de trabajo,58.80799949169159,10,0.6709995273890093,59.22176742070352,58.39423156267966,20%
Intervención completa,45.9199994802475,10,1.24682710540427,46.688848113042404,45.15115084745259,40%
Intervención sobre comunidad,53.75500023365021,10,1.0396285756941197,54.39608110650929,53.11391936079112,40%
Intervención sobre sitios de trabajo,56.64400041103363,10,0.4820147600041586,56.94123198998298,56.34676883208428,40%
